# curie_map:
#   CHEBI: http://purl.obolibrary.org/obo/CHEBI_
#   FOODON: http://purl.obolibrary.org/obo/FOODON_
#   UBERON: http://purl.obolibrary.org/obo/UBERON_
#   ENVO: http://purl.obolibrary.org/obo/ENVO_
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   MICRO: http://purl.obolibrary.org/obo/MICRO_
#   mesh: http://id.nlm.nih.gov/mesh/
#   BTO: http://purl.obolibrary.org/obo/BTO_
#   kgmicrobe.compound: https://w3id.org/kg-microbe/compound/
#   kgmicrobe.ingredient: https://w3id.org/kg-microbe/ingredient/
#   cas: https://commonchemistry.cas.org/detail?cas_rn=
#   registry: https://w3id.org/kg-microbe/registry/
#   MIM: https://github.com/CultureBotAI/MediaIngredientMech/blob/main/data/ingredients/mapped/
#   obo: http://purl.obolibrary.org/obo/
#   kgm: https://w3id.org/kg-microbe/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   orcid: https://orcid.org/
#   cbclaw: https://github.com/culturebotai/culturebotai-claw/blob/main/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_set_id: https://w3id.org/sssom/mappings/culturebotai_mim_ingredient/reviewed-supported
# mapping_set_version: '2026-09-24'
# mapping_set_description: Evidence-reviewed supported subset of MediaIngredientMech mappings.
# mapping_date: '2026-09-24'
# predicate_semantics: skos
# creator_id:
# - orcid:0000-0001-8175-045X
# subject_source: MIM:ingredients
# extension_definitions:
# - slot_name: source
#   property: cbclaw:provenance-source
#   type_hint: xsd:string
# - slot_name: validation_method
#   property: cbclaw:validation-method
#   type_hint: xsd:string
subject_id	subject_label	predicate_id	object_id	object_label	object_source	mapping_justification	source	mapping_date	confidence	comment	other	validation_method
MIM:Palladium_Ii_Chloride	Palladium(II) chloride	skos:exactMatch	CHEBI:53434	palladium(II) chloride	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-05-02	0.99		Palladium chloride|CAS:7647-10-1	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Palmatine	Palmatine	skos:exactMatch	CHEBI:16096	palmatine	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99		2,3,9,10-tetramethoxy-5,6-dihydroisoquino[3,2-a]isoquinolinium|CAS:3486-67-7	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Palmatine_Chloride	Palmatine chloride	skos:exactMatch	cas:10605-02-4	Palmatine chloride	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type	2026-05-02	0.9		CAS:10605-02-4	none|UNKNOWN_TERM|2026-07-07
MIM:Palmitic_Acid	Palmitic acid	skos:exactMatch	CHEBI:15756	hexadecanoic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		CAS:57-10-3	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Pamamycin	Pamamycin	skos:exactMatch	mesh:C024500	pamamycin	registry:mesh	semapv:LexicalMatching	MIM:kg-microbe metatraits unmapped_compounds.tsv|MIM:MESH via OLS search|MIM:curator=migrate_media_roles_to_facets	2026-07-20	0.99			none|UNKNOWN_TERM|2026-07-07
MIM:Pancreatic_Digest_of_Gelatin_Hardy_C6540	Pancreatic Digest of Gelatin (Hardy C6540)	skos:exactMatch	MICRO:0000466	pancreatic digest of gelatin	obo:micro.owl	semapv:ManualMappingCuration	MIM:culturemech:output/ingredient_occurrences.tsv|MIM:curator=claude_restore_culturemech_evidence	2026-09-06	0.99			manual:claude_culturemech_residual_grounding|CREATED|2026-08-30
MIM:Pantothenate	Pantothenate	skos:exactMatch	CHEBI:16454	pantothenate	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureMech|MIM:curator=refresh_occurrence_statistics|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=cbclaw_kg_microbe_sweep]|kgm:mediaingredientmech_reviewed[curator=correct_stale_ontology_labels.py]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]	2026-08-27	0.95	ENRICH_SYNONYM: kg-microbe is 'pantothenate' plus qualifier ('(r)')	3-(2,4-dihydroxy-3,3-dimethylbutanamido)propanoate|N-(2,4-dihydroxy-3,3-dimethylbutanoyl)-beta-alaninate|CAS:20938-62-9	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Pantothenic_Acid	Pantothenic acid	skos:exactMatch	CHEBI:7916	pantothenic acid	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureMech|MIM:curator=refresh_occurrence_statistics|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediadive_compounds|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_resolve_risky_cas_rn]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=correct_stale_ontology_labels.py]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[kegg_compound]	2026-08-27	0.95	ENRICH_SYNONYM: kg-microbe is 'pantothenic acid' plus qualifier ('(r)')	3-(2,4-dihydroxy-3,3-dimethylbutanamido)propanoic acid|DL-Pantothenic acid|N-(2,4-dihydroxy-3,3-dimethylbutanoyl)-beta-alanine|CAS:599-54-2	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:Parabanic_Acid	Parabanic Acid	skos:exactMatch	CHEBI:74661	parabanic acid	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-05-02	0.99		imidazolidine-2,4,5-trione|CAS:120-89-8	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Parachlorophenylalanine	Parachlorophenylalanine	skos:exactMatch	CHEBI:110187	2-amino-3-(4-chlorophenyl)propanoic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via PubChem (pubchem-xref)|MIM:MIM curation (#326)|MIM:curator=regrade_identical_formula_parents|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]	2026-08-13	0.99		CAS:7424-00-2	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:Parachlorophenylalanine	Parachlorophenylalanine	skos:exactMatch	cas:7424-00-2	Parachlorophenylalanine	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via PubChem (pubchem-xref)|MIM:MIM curation (#326)|MIM:curator=regrade_identical_formula_parents|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]	2026-08-13	0.99	Registry/identity row preserving cas:7424-00-2 alongside parent CHEBI:110187.	CAS:7424-00-2	none|UNKNOWN_TERM|2026-07-07
MIM:Paraquat_Dichloride	Paraquat dichloride	skos:exactMatch	CHEBI:28786	paraquat dichloride	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99		Paraquat|1,1'-dimethyl-[4,4'-bipyridin]-1,1'-diium dichloride|CAS:1910-42-5	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:Paromomycin	Paromomycin	skos:exactMatch	CHEBI:7934	paromomycin	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99		Neomycin E	manual:review-ingredients|APPROVED|2026-08-04
MIM:Parthenolide	Parthenolide	skos:exactMatch	CHEBI:7939	parthenolide	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99		(1aR,4E,7aS,10aS,10bR)-1a,5-dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one|CAS:20554-84-1	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Pasteurized_Seawater	Pasteurized Seawater	skos:exactMatch	kgmicrobe.ingredient:pasteurized_seawater	Pasteurized Seawater	kgm:ingredient	semapv:ManualMappingCuration	MIM:ingredient_mapping_review_2026-05-05|MIM:curator=env_context_phase3_initial	2026-05-24	0.99	Registry/identity row preserving kgmicrobe.ingredient:pasteurized_seawater alongside parent ENVO:00002149.		none|UNKNOWN_TERM|2026-07-07
MIM:Pectin	Pectin	skos:exactMatch	CHEBI:17309	pectin	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureMech|MIM:curator=refresh_occurrence_statistics|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=cbclaw_kg_microbe_sweep]|kgm:mediaingredientmech_reviewed[curator=correct_stale_ontology_labels.py]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[kegg_compound]	2026-08-27	0.99		Pektin|Pektine|Poly(1,4-alpha-D-galacturonide)|pectic substance|pectina|pectinas|pectine|pectines|pectins|poly[(1->4)-alpha-D-GalpA]|CAS:9000-69-5	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Pediocin	Pediocin	skos:exactMatch	cas:133108-87-9	Pediocin	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type	2026-05-02	0.9		Pediocin from Pediococcus acidilactici|CAS:133108-87-9	none|UNKNOWN_TERM|2026-07-07
MIM:Pefloxacin	Pefloxacin	skos:exactMatch	CHEBI:50199	pefloxacin	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:bacdive_antibiotics[manual_pre-2026]|kgm:bacdive_metabolites|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]|kgm:primary_mappings[bacdive_metabolite]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:Penicillin	Penicillin	skos:exactMatch	CHEBI:17334	penicillin	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureMech|MIM:curator=refresh_occurrence_statistics|kgm:bacdive_antibiotics[manual_pre-2026]|kgm:bacdive_metabolites|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_mim_merge]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=correct_stale_ontology_labels.py]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[bacdive_metabolite]|kgm:primary_mappings[kegg_compound]	2026-08-27	0.99		penicillins	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Pentachlorophenol	Pentachlorophenol	skos:exactMatch	CHEBI:17642	pentachlorophenol	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=refresh_occurrence_statistics|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-08-27	0.99		CAS:87-86-5	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Pentasodium_Tripolyphosphate_Hexahydrate	Pentasodium tripolyphosphate hexahydrate	skos:exactMatch	cas:15091-98-2	Pentasodium tripolyphosphate hexahydrate	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:FOODON via OLS (stem-substring)|MIM:curator=backfill_parent_terms	2026-05-02	0.99	Registry/identity row preserving cas:15091-98-2 alongside parent FOODON:03530244.	CAS:15091-98-2	none|UNKNOWN_TERM|2026-07-07
MIM:Pentasodium_Tripolyphosphate_Hexahydrate	Pentasodium tripolyphosphate hexahydrate	skos:exactMatch	kgmicrobe.ingredient:pentasodium_tripolyphosphate_hexahydrate	Pentasodium tripolyphosphate hexahydrate	kgm:ingredient	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:FOODON via OLS (stem-substring)|MIM:curator=backfill_parent_terms	2026-05-02	0.99	Registry/identity row (Rule B1) for broadMatch subject; kg-microbe primary id kgmicrobe.ingredient:pentasodium_tripolyphosphate_hexahydrate alongside parent FOODON:03530244.	CAS:15091-98-2	none|UNKNOWN_TERM|2026-07-07
MIM:Peptone-yeast_Extract-glucose	Peptone-yeast Extract-glucose	skos:exactMatch	kgmicrobe.ingredient:peptone_yeast_extract_glucose	Peptone-yeast Extract-glucose	kgm:ingredient	semapv:ManualMappingCuration	MIM:MIM curation (#213/#308)|MIM:curator=migrate_component_partonomy	2026-08-24	0.9			manual:move_mapped_out_of_unmapped_collection|MOVED|2026-08-15
MIM:Peptone_Beef_Extract_Yeast_Extract	Peptone + Beef Extract + Yeast Extract	skos:exactMatch	kgmicrobe.ingredient:peptone_beef_extract_yeast_extract	Peptone + Beef Extract + Yeast Extract	kgm:ingredient	semapv:ManualMappingCuration	MIM:MIM curation (#213/#308)|MIM:curator=migrate_component_partonomy	2026-08-24	0.9			manual:move_mapped_out_of_unmapped_collection|MOVED|2026-08-15
MIM:Peptone_Yeast_Extract	Peptone + Yeast Extract	skos:exactMatch	kgmicrobe.ingredient:peptone_yeast_extract	Peptone + Yeast Extract	kgm:ingredient	semapv:ManualMappingCuration	MIM:MIM curation (#213/#308)|MIM:curator=migrate_component_partonomy	2026-08-24	0.9			manual:move_mapped_out_of_unmapped_collection|MOVED|2026-08-15
MIM:Perillic_Acid	Perillic Acid (-)	skos:exactMatch	CHEBI:109544	(4R)-4-(1-methylethenyl)-1-cyclohexenecarboxylic acid	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]|MIM:curator=fix_cas_stereochemical_identity_conflicts	2026-09-12	0.99			
MIM:Perillyl_Alcohol	Perillyl Alcohol	skos:exactMatch	CHEBI:15420	perillyl alcohol	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-05-02	0.99		[4-(prop-1-en-2-yl)cyclohex-1-en-1-yl]methanol|CAS:536-59-4	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Peroxynitrite	peroxynitrite	skos:exactMatch	CHEBI:25941	peroxynitrite	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99		azoperoxoite|oxidoperoxidonitrate(1-)|CAS:14042-01-4	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Peucenin	Peucenin	skos:exactMatch	cas:578-72-3	Peucenin	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type	2026-05-02	0.9		CAS:578-72-3	none|UNKNOWN_TERM|2026-07-07
MIM:Phenanthrene	Phenanthrene	skos:exactMatch	CHEBI:28851	phenanthrene	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:Phenazine-1-carboxylic_Acid	Phenazine-1-carboxylic acid	skos:exactMatch	CHEBI:62412	phenazine-1-carboxylic acid	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-05-02	0.99		PCA|CAS:2538-68-3	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:Phenazine_Ethosulfate	Phenazine ethosulfate	skos:exactMatch	cas:10510-77-7	Phenazine ethosulfate	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type	2026-05-02	0.9		CAS:10510-77-7	none|UNKNOWN_TERM|2026-07-07
MIM:Phenazine_Methosulfate	Phenazine methosulfate	skos:exactMatch	CHEBI:8055	5-methylphenazinium methyl sulfate	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		5-methylphenazin-5-ium methyl sulfate|CAS:299-11-6	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Phenoxyacetic_Acid	Phenoxyacetic acid	skos:exactMatch	CHEBI:8075	phenoxyacetic acid	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99		CAS:122-59-8	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Phenoxymethylpenicillin	Phenoxymethylpenicillin	skos:exactMatch	CHEBI:27446	phenoxymethylpenicillin	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:bacdive_antibiotics[manual_pre-2026]|kgm:bacdive_metabolites|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]|kgm:primary_mappings[bacdive_metabolite]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:Phenyl_Acetic_Acid	Phenyl acetic acid	skos:exactMatch	CHEBI:30745	phenylacetic acid	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureMech|MIM:cbclaw_kg_microbe_sweep|MIM:curator=claude_sssom_surface_form_backfill|kgm:culturebotai_reviewed|kgm:mediadive_compounds|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=cbclaw_kg_microbe_sweep]|kgm:mediaingredientmech_reviewed[curator=claude_in_session_curation]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]	2026-09-02	0.99		CAS:103-82-2	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:Phenyl_acetate	Phenyl acetate	skos:exactMatch	CHEBI:8082	phenyl acetate	obo:chebi.owl	semapv:LexicalMatching	MIM:culturemech:output/ingredient_occurrences.tsv|MIM:curator=claude_restore_culturemech_evidence|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=claude_culturemech_residual_grounding]|kgm:primary_mappings[bacdive_api]|kgm:primary_mappings[kegg_compound]	2026-09-06	0.99			manual:claude_culturemech_residual_grounding|CREATED|2026-08-30
MIM:Phenylacetate	Phenylacetate	skos:exactMatch	CHEBI:18401	phenylacetate	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=refresh_occurrence_statistics|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]|kgm:primary_mappings[chemicals_sssom]	2026-08-27	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:Phenylethylamine	Phenylethylamine	skos:exactMatch	CHEBI:50048	phenylethylamine	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:Phleomycin	Phleomycin	skos:exactMatch	CHEBI:75044	phleomycin	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=migrate_media_roles_to_facets|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_name_lists]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]	2026-07-20	0.99		CAS:11006-33-0	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Phloretin	Phloretin	skos:exactMatch	CHEBI:17276	phloretin	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99		3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one|CAS:60-82-2	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Phloridzin	Phloridzin	skos:exactMatch	CHEBI:8113	phlorizin	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		3,5-dihydroxy-2-[3-(4-hydroxyphenyl)propanoyl]phenyl beta-D-glucopyranoside|CAS:60-81-1	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Phoslactomycin	Phoslactomycin	skos:exactMatch	kgmicrobe.compound:phoslactomycin	Phoslactomycin	kgm:compound	semapv:ManualMappingCuration	MIM:kg-microbe metatraits unmapped_compounds.tsv|MIM:curator=migrate_media_roles_to_facets	2026-07-20	0.9			none|UNKNOWN_TERM|2026-07-07
MIM:Phosphate_Buffer	Phosphate buffer	skos:exactMatch	NCIT:C29321	Phosphate Buffer	obo:ncit.owl	semapv:LexicalMatching	MIM:mim-queue|MIM:curator=refresh_occurrence_statistics	2026-08-27	0.99			none|UNKNOWN_TERM|2026-07-07
MIM:Phosphate_Buffer_Stock_Solution	Phosphate Buffer Stock Solution	skos:exactMatch	kgmicrobe.ingredient:phosphate_buffer_stock_solution	Phosphate Buffer Stock Solution	kgm:ingredient	semapv:ManualMappingCuration	MIM:ingredient_mapping_review_2026-05-05|MIM:curator=migrate_media_roles_to_facets	2026-07-20	0.99	Registry/identity row preserving kgmicrobe.ingredient:phosphate_buffer_stock_solution alongside parent NCIT:C29321.		none|UNKNOWN_TERM|2026-07-07
MIM:Phosphocholine	Phosphocholine	skos:exactMatch	CHEBI:18132	phosphocholine	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:Phyllomycin	Phyllomycin	skos:exactMatch	kgmicrobe.compound:phyllomycin	Phyllomycin	kgm:compound	semapv:ManualMappingCuration	MIM:kg-microbe metatraits unmapped_compounds.tsv|MIM:curator=migrate_media_roles_to_facets	2026-07-20	0.9			none|UNKNOWN_TERM|2026-07-07
MIM:Physcion	Physcion	skos:exactMatch	CHEBI:38167	physcion	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99		1,8-dihydroxy-3-methoxy-6-methylanthracene-9,10-dione|CAS:521-61-9	OAK+OLS:chebi|CONFIRMED|2026-07-07
